|dates|Autauga_Alabama_UnitedStates.JHU_ConfirmedCases.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Autauga_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Autauga_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|159.0|0|3.0|0|0.0|0
0|2020-05-25|168.0|0|3.0|0|0.0|0
0|2020-05-26|168.0|0|3.0|0|0.0|0
