|dates|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Latimer_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|1.0|0|0.0|0
0|2020-05-18|6.0|0|1.0|0|0.0|0
0|2020-05-19|6.0|0|1.0|0|0.0|0
0|2020-05-20|5.0|0|1.0|0|0.0|0
0|2020-05-21|5.0|0|1.0|0|0.0|0
0|2020-05-22|5.0|0|1.0|0|0.0|0
0|2020-05-23|5.0|0|1.0|0|0.0|0
