|dates|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bourbon_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9.0|0|1.0|0|0.0|0
0|2020-05-25|9.0|0|1.0|0|0.0|0
0|2020-05-26|9.0|0|1.0|0|0.0|0
