|dates|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|420.0|0|29.0|0|0.0|0
0|2020-05-28|420.0|0|29.0|0|0.0|0
0|2020-05-29|420.0|0|29.0|0|0.0|0
0|2020-05-30|420.0|0|29.0|0|0.0|0
