|dates|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|74.0|0|0.0|0|0.0|0
0|2020-05-25|77.0|0|0.0|0|0.0|0
0|2020-05-26|77.0|0|0.0|0|0.0|0
