|dates|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58.0|0|4.0|0|0.0|0
0|2020-05-15|58.0|0|4.0|0|0.0|0
0|2020-05-16|58.0|0|4.0|0|0.0|0
