|dates|Torrance_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Torrance_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Torrance_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Torrance_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Torrance_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Torrance_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|1.0|0|0.0|0
0|2020-05-28|33.0|0|1.0|0|0.0|0
0|2020-05-29|33.0|0|1.0|0|0.0|0
0|2020-05-30|33.0|0|1.0|0|0.0|0
