|dates|Dallas_Alabama_UnitedStates.JHU_ConfirmedCases.data|Dallas_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Dallas_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Dallas_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Dallas_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Dallas_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|197.0|0|3.0|0|0.0|0
0|2020-05-25|206.0|0|3.0|0|0.0|0
0|2020-05-26|206.0|0|3.0|0|0.0|0
