|dates|Preble_Ohio_UnitedStates.JHU_ConfirmedCases.data|Preble_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Preble_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Preble_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Preble_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Preble_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|1.0|0|0.0|0
0|2020-05-18|30.0|0|1.0|0|0.0|0
0|2020-05-19|30.0|0|1.0|0|0.0|0
0|2020-05-20|30.0|0|1.0|0|0.0|0
0|2020-05-21|30.0|0|1.0|0|0.0|0
0|2020-05-22|30.0|0|1.0|0|0.0|0
0|2020-05-23|30.0|0|1.0|0|0.0|0
