|dates|Dunn_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Dunn_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Dunn_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Dunn_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Dunn_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Dunn_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|22.0|0|0.0|0|0.0|0
0|2020-05-25|23.0|0|0.0|0|0.0|0
0|2020-05-26|23.0|0|0.0|0|0.0|0
