|dates|Dunklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Dunklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Dunklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|2.0|0|0.0|0
0|2020-05-18|26.0|0|2.0|0|0.0|0
0|2020-05-19|26.0|0|2.0|0|0.0|0
0|2020-05-20|26.0|0|2.0|0|0.0|0
0|2020-05-21|26.0|0|2.0|0|0.0|0
0|2020-05-22|25.0|0|2.0|0|0.0|0
0|2020-05-23|25.0|0|2.0|0|0.0|0
