|dates|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1203.0|0|56.0|0|0.0|0
0|2020-05-25|1208.0|0|56.0|0|0.0|0
0|2020-05-26|1208.0|0|56.0|0|0.0|0
