|dates|Boone_Missouri_UnitedStates.JHU_ConfirmedCases.data|Boone_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Boone_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|104.0|0|1.0|0|0.0|0
0|2020-05-18|105.0|0|1.0|0|0.0|0
0|2020-05-19|106.0|0|1.0|0|0.0|0
0|2020-05-20|106.0|0|1.0|0|0.0|0
0|2020-05-21|108.0|0|1.0|0|0.0|0
0|2020-05-22|111.0|0|1.0|0|0.0|0
0|2020-05-23|111.0|0|1.0|0|0.0|0
