|dates|Sussex_Virginia_UnitedStates.JHU_ConfirmedCases.data|Sussex_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Sussex_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|138.0|0|1.0|0|0.0|0
0|2020-05-28|138.0|0|1.0|0|0.0|0
0|2020-05-29|138.0|0|1.0|0|0.0|0
0|2020-05-30|138.0|0|1.0|0|0.0|0
