|dates|Winnebago_Iowa_UnitedStates.JHU_ConfirmedCases.data|Winnebago_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Winnebago_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Winnebago_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Winnebago_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Winnebago_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|0.0|0|0.0|0
0|2020-05-18|7.0|0|0.0|0|0.0|0
0|2020-05-19|7.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|9.0|0|0.0|0|0.0|0
0|2020-05-22|10.0|0|0.0|0|0.0|0
0|2020-05-23|10.0|0|0.0|0|0.0|0
