|dates|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3952.0|0|301.0|0|0.0|0
0|2020-05-28|3952.0|0|301.0|0|0.0|0
0|2020-05-29|3952.0|0|301.0|0|0.0|0
0|2020-05-30|3952.0|0|301.0|0|0.0|0
