|dates|Baca_Colorado_UnitedStates.JHU_ConfirmedCases.data|Baca_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Baca_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Baca_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Baca_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Baca_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|0.0|0|0.0|0
0|2020-05-28|12.0|0|0.0|0|0.0|0
0|2020-05-29|12.0|0|0.0|0|0.0|0
0|2020-05-30|12.0|0|0.0|0|0.0|0
