|dates|Texas_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Texas_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Texas_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Texas_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Texas_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Texas_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|696.0|0|4.0|0|0.0|0
0|2020-05-18|752.0|0|4.0|0|0.0|0
0|2020-05-19|784.0|0|4.0|0|0.0|0
0|2020-05-20|791.0|0|4.0|0|0.0|0
0|2020-05-21|820.0|0|4.0|0|0.0|0
0|2020-05-22|851.0|0|5.0|0|0.0|0
0|2020-05-23|851.0|0|5.0|0|0.0|0
