|dates|Hall_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hall_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hall_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hall_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2422.0|0|42.0|0|0.0|0
0|2020-05-28|2422.0|0|42.0|0|0.0|0
0|2020-05-29|2422.0|0|42.0|0|0.0|0
0|2020-05-30|2422.0|0|42.0|0|0.0|0
