|dates|DuPage_Illinois_UnitedStates.JHU_ConfirmedCases.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedCases.missing|DuPage_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|DuPage_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7350.0|0|347.0|0|0.0|0
0|2020-05-28|7350.0|0|347.0|0|0.0|0
0|2020-05-29|7350.0|0|347.0|0|0.0|0
0|2020-05-30|7350.0|0|347.0|0|0.0|0
