|dates|Sangamon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Sangamon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Sangamon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|329.0|0|26.0|0|0.0|0
0|2020-05-25|331.0|0|26.0|0|0.0|0
0|2020-05-26|331.0|0|26.0|0|0.0|0
