|dates|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|9.0|0|0.0|0
0|2020-05-18|70.0|0|10.0|0|0.0|0
0|2020-05-19|75.0|0|10.0|0|0.0|0
0|2020-05-20|76.0|0|10.0|0|0.0|0
0|2020-05-21|80.0|0|10.0|0|0.0|0
0|2020-05-22|82.0|0|10.0|0|0.0|0
0|2020-05-23|82.0|0|10.0|0|0.0|0
