|dates|Jackson_Texas_UnitedStates.JHU_ConfirmedCases.data|Jackson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|15.0|0|1.0|0|0.0|0
0|2020-05-16|15.0|0|1.0|0|0.0|0
