|dates|Choctaw_Alabama_UnitedStates.JHU_ConfirmedCases.data|Choctaw_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Choctaw_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Choctaw_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Choctaw_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Choctaw_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|3.0|0|0.0|0
0|2020-05-18|85.0|0|3.0|0|0.0|0
0|2020-05-19|92.0|0|3.0|0|0.0|0
0|2020-05-20|129.0|0|3.0|0|0.0|0
0|2020-05-21|131.0|0|3.0|0|0.0|0
0|2020-05-22|135.0|0|4.0|0|0.0|0
0|2020-05-23|135.0|0|4.0|0|0.0|0
