|dates|Mason_Michigan_UnitedStates.JHU_ConfirmedCases.data|Mason_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Mason_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|31.0|0|0.0|0|0.0|0
0|2020-05-25|31.0|0|0.0|0|0.0|0
0|2020-05-26|31.0|0|0.0|0|0.0|0
