|dates|Jefferson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|1.0|0|0.0|0
0|2020-05-18|39.0|0|1.0|0|0.0|0
0|2020-05-19|40.0|0|1.0|0|0.0|0
0|2020-05-20|41.0|0|1.0|0|0.0|0
0|2020-05-21|41.0|0|1.0|0|0.0|0
0|2020-05-22|41.0|0|1.0|0|0.0|0
0|2020-05-23|41.0|0|1.0|0|0.0|0
