|dates|Pierce_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pierce_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|4.0|0|0.0|0
0|2020-05-18|75.0|0|4.0|0|0.0|0
0|2020-05-19|81.0|0|4.0|0|0.0|0
0|2020-05-20|84.0|0|4.0|0|0.0|0
0|2020-05-21|85.0|0|4.0|0|0.0|0
0|2020-05-22|88.0|0|3.0|0|0.0|0
0|2020-05-23|88.0|0|3.0|0|0.0|0
