|dates|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Elk_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
