|dates|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3.0|0|0.0|0|0.0|0
0|2020-05-18|4.0|0|0.0|0|0.0|0
0|2020-05-19|4.0|0|0.0|0|0.0|0
0|2020-05-20|6.0|0|0.0|0|0.0|0
0|2020-05-21|6.0|0|0.0|0|0.0|0
0|2020-05-22|8.0|0|0.0|0|0.0|0
0|2020-05-23|8.0|0|0.0|0|0.0|0
