|dates|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
