|dates|York_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|York_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|York_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|York_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|York_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|York_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|363.0|0|6.0|0|0.0|0
0|2020-05-28|363.0|0|6.0|0|0.0|0
0|2020-05-29|363.0|0|6.0|0|0.0|0
0|2020-05-30|363.0|0|6.0|0|0.0|0
