|dates|WestCarroll_Louisiana_UnitedStates.JHU_ConfirmedCases.data|WestCarroll_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|WestCarroll_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|WestCarroll_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|WestCarroll_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|WestCarroll_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|0.0|0|0.0|0
0|2020-05-18|18.0|0|0.0|0|0.0|0
0|2020-05-19|19.0|0|0.0|0|0.0|0
0|2020-05-20|19.0|0|0.0|0|0.0|0
0|2020-05-21|21.0|0|0.0|0|0.0|0
0|2020-05-22|33.0|0|0.0|0|0.0|0
0|2020-05-23|33.0|0|0.0|0|0.0|0
