|dates|WallaWalla_Washington_UnitedStates.JHU_ConfirmedCases.data|WallaWalla_Washington_UnitedStates.JHU_ConfirmedCases.missing|WallaWalla_Washington_UnitedStates.JHU_ConfirmedDeaths.data|WallaWalla_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|WallaWalla_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|WallaWalla_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|109.0|0|2.0|0|0.0|0
0|2020-05-28|109.0|0|2.0|0|0.0|0
0|2020-05-29|109.0|0|2.0|0|0.0|0
0|2020-05-30|109.0|0|2.0|0|0.0|0
