|dates|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|408.0|0|20.0|0|0.0|0
0|2020-05-18|408.0|0|22.0|0|0.0|0
0|2020-05-19|418.0|0|21.0|0|0.0|0
0|2020-05-20|425.0|0|21.0|0|0.0|0
0|2020-05-21|437.0|0|24.0|0|0.0|0
0|2020-05-22|439.0|0|24.0|0|0.0|0
0|2020-05-23|439.0|0|24.0|0|0.0|0
