|dates|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
