|dates|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.data|McLean_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McLean_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|215.0|0|13.0|0|0.0|0
0|2020-05-28|215.0|0|13.0|0|0.0|0
0|2020-05-29|215.0|0|13.0|0|0.0|0
0|2020-05-30|215.0|0|13.0|0|0.0|0
