|dates|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|431.0|0|27.0|0|0.0|0
0|2020-05-18|442.0|0|27.0|0|0.0|0
0|2020-05-19|435.0|0|29.0|0|0.0|0
0|2020-05-20|438.0|0|32.0|0|0.0|0
0|2020-05-21|453.0|0|32.0|0|0.0|0
0|2020-05-22|462.0|0|32.0|0|0.0|0
0|2020-05-23|462.0|0|32.0|0|0.0|0
