|dates|Wayne_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wayne_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|194.0|0|48.0|0|0.0|0
0|2020-05-15|198.0|0|48.0|0|0.0|0
0|2020-05-16|198.0|0|48.0|0|0.0|0
