|dates|Knox_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Knox_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
