|dates|Columbia_Florida_UnitedStates.JHU_ConfirmedCases.data|Columbia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|111.0|0|2.0|0|0.0|0
0|2020-05-18|113.0|0|2.0|0|0.0|0
0|2020-05-19|113.0|0|2.0|0|0.0|0
0|2020-05-20|115.0|0|2.0|0|0.0|0
0|2020-05-21|119.0|0|2.0|0|0.0|0
0|2020-05-22|121.0|0|2.0|0|0.0|0
0|2020-05-23|121.0|0|2.0|0|0.0|0
