|dates|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|521.0|0|21.0|0|0.0|0
0|2020-05-25|529.0|0|22.0|0|0.0|0
0|2020-05-26|529.0|0|22.0|0|0.0|0
