|dates|Arlington_Virginia_UnitedStates.JHU_ConfirmedCases.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Arlington_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Arlington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Arlington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1499.0|0|70.0|0|0.0|0
0|2020-05-15|1534.0|0|71.0|0|0.0|0
0|2020-05-16|1534.0|0|71.0|0|0.0|0
