|dates|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.data|Greene_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Greene_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|220.0|0|18.0|0|0.0|0
0|2020-05-25|225.0|0|18.0|0|0.0|0
0|2020-05-26|225.0|0|18.0|0|0.0|0
