|dates|St.LouisCity_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.LouisCity_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.LouisCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.LouisCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.LouisCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.LouisCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1654.0|0|97.0|0|0.0|0
0|2020-05-18|1682.0|0|100.0|0|0.0|0
0|2020-05-19|1705.0|0|108.0|0|0.0|0
0|2020-05-20|1717.0|0|109.0|0|0.0|0
0|2020-05-21|1744.0|0|109.0|0|0.0|0
0|2020-05-22|1744.0|0|109.0|0|0.0|0
0|2020-05-23|1744.0|0|109.0|0|0.0|0
