|dates|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
