|dates|Herkimer_NewYork_UnitedStates.JHU_ConfirmedCases.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Herkimer_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Herkimer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Herkimer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|91.0|0|3.0|0|0.0|0
0|2020-05-18|92.0|0|3.0|0|0.0|0
0|2020-05-19|92.0|0|3.0|0|0.0|0
0|2020-05-20|93.0|0|3.0|0|0.0|0
0|2020-05-21|93.0|0|3.0|0|0.0|0
0|2020-05-22|95.0|0|3.0|0|0.0|0
0|2020-05-23|95.0|0|3.0|0|0.0|0
