|dates|Hoonah-Angoon_Alaska_UnitedStates.JHU_ConfirmedCases.data|Hoonah-Angoon_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Hoonah-Angoon_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Hoonah-Angoon_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Hoonah-Angoon_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Hoonah-Angoon_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|373.0|0|9.0|0|0.0|0
0|2020-05-25|373.0|0|9.0|0|0.0|0
0|2020-05-26|373.0|0|9.0|0|0.0|0
