|dates|Huron_Michigan_UnitedStates.JHU_ConfirmedCases.data|Huron_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Huron_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Huron_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Huron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Huron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|1.0|0|0.0|0
0|2020-05-18|44.0|0|1.0|0|0.0|0
0|2020-05-19|44.0|0|1.0|0|0.0|0
0|2020-05-20|41.0|0|1.0|0|0.0|0
0|2020-05-21|42.0|0|1.0|0|0.0|0
0|2020-05-22|42.0|0|1.0|0|0.0|0
0|2020-05-23|42.0|0|1.0|0|0.0|0
