|dates|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|3.0|0|0.0|0
0|2020-05-18|23.0|0|3.0|0|0.0|0
0|2020-05-19|23.0|0|3.0|0|0.0|0
0|2020-05-20|23.0|0|3.0|0|0.0|0
0|2020-05-21|23.0|0|3.0|0|0.0|0
0|2020-05-22|26.0|0|3.0|0|0.0|0
0|2020-05-23|26.0|0|3.0|0|0.0|0
