|dates|OutofMO_Missouri_UnitedStates.JHU_ConfirmedCases.data|OutofMO_Missouri_UnitedStates.JHU_ConfirmedCases.missing|OutofMO_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|OutofMO_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMO_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMO_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
