|dates|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
