|dates|Howard_Indiana_UnitedStates.JHU_ConfirmedCases.data|Howard_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Howard_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Howard_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Howard_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Howard_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|285.0|0|11.0|0|0.0|0
0|2020-05-18|297.0|0|12.0|0|0.0|0
0|2020-05-19|303.0|0|14.0|0|0.0|0
0|2020-05-20|331.0|0|17.0|0|0.0|0
0|2020-05-21|336.0|0|17.0|0|0.0|0
0|2020-05-22|339.0|0|17.0|0|0.0|0
0|2020-05-23|339.0|0|17.0|0|0.0|0
