|dates|Elbert_Georgia_UnitedStates.JHU_ConfirmedCases.data|Elbert_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Elbert_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Elbert_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Elbert_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Elbert_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|46.0|0|0.0|0|0.0|0
0|2020-05-18|48.0|0|0.0|0|0.0|0
0|2020-05-19|69.0|0|0.0|0|0.0|0
0|2020-05-20|69.0|0|0.0|0|0.0|0
0|2020-05-21|69.0|0|0.0|0|0.0|0
0|2020-05-22|71.0|0|0.0|0|0.0|0
0|2020-05-23|71.0|0|0.0|0|0.0|0
