|dates|LaPorte_Indiana_UnitedStates.JHU_ConfirmedCases.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedCases.missing|LaPorte_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaPorte_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|346.0|0|13.0|0|0.0|0
0|2020-05-15|352.0|0|14.0|0|0.0|0
0|2020-05-16|352.0|0|14.0|0|0.0|0
