|dates|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|51.0|0|2.0|0|0.0|0
0|2020-05-15|51.0|0|2.0|0|0.0|0
0|2020-05-16|51.0|0|2.0|0|0.0|0
