|dates|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|628.0|0|48.0|0|0.0|0
0|2020-05-25|639.0|0|48.0|0|0.0|0
0|2020-05-26|639.0|0|48.0|0|0.0|0
