|dates|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|148.0|0|0.0|0|0.0|0
0|2020-05-28|148.0|0|0.0|0|0.0|0
0|2020-05-29|148.0|0|0.0|0|0.0|0
0|2020-05-30|148.0|0|0.0|0|0.0|0
