|dates|Menard_Texas_UnitedStates.JHU_ConfirmedCases.data|Menard_Texas_UnitedStates.JHU_ConfirmedCases.missing|Menard_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Menard_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Menard_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Menard_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33912.0|0|925.0|0|0.0|0
0|2020-05-15|33912.0|0|925.0|0|0.0|0
0|2020-05-16|33912.0|0|925.0|0|0.0|0
