|dates|Chattooga_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chattooga_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chattooga_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|2.0|0|0.0|0
0|2020-05-18|15.0|0|2.0|0|0.0|0
0|2020-05-19|17.0|0|2.0|0|0.0|0
0|2020-05-20|19.0|0|2.0|0|0.0|0
0|2020-05-21|20.0|0|2.0|0|0.0|0
0|2020-05-22|24.0|0|2.0|0|0.0|0
0|2020-05-23|24.0|0|2.0|0|0.0|0
