|dates|Barbour_Alabama_UnitedStates.JHU_ConfirmedCases.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Barbour_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Barbour_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|110.0|0|1.0|0|0.0|0
0|2020-05-25|113.0|0|1.0|0|0.0|0
0|2020-05-26|113.0|0|1.0|0|0.0|0
