|dates|Stewart_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Stewart_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Stewart_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Stewart_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Stewart_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Stewart_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9.0|0|0.0|0|0.0|0
0|2020-05-25|9.0|0|0.0|0|0.0|0
0|2020-05-26|9.0|0|0.0|0|0.0|0
