|dates|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|65.0|0|2.0|0|0.0|0
0|2020-05-18|67.0|0|2.0|0|0.0|0
0|2020-05-19|69.0|0|2.0|0|0.0|0
0|2020-05-20|71.0|0|2.0|0|0.0|0
0|2020-05-21|73.0|0|2.0|0|0.0|0
0|2020-05-22|77.0|0|2.0|0|0.0|0
0|2020-05-23|77.0|0|2.0|0|0.0|0
