|dates|Robertson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Robertson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Robertson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Robertson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Robertson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Robertson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|274.0|0|0.0|0|0.0|0
0|2020-05-18|294.0|0|0.0|0|0.0|0
0|2020-05-19|298.0|0|0.0|0|0.0|0
0|2020-05-20|298.0|0|0.0|0|0.0|0
0|2020-05-21|317.0|0|0.0|0|0.0|0
0|2020-05-22|335.0|0|0.0|0|0.0|0
0|2020-05-23|335.0|0|0.0|0|0.0|0
