|dates|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|407.0|0|6.0|0|0.0|0
0|2020-05-15|422.0|0|6.0|0|0.0|0
0|2020-05-16|422.0|0|6.0|0|0.0|0
